lat,lon
12.99549961,77.72815704
12.99544144,77.7279129
12.99489021,77.72684479
12.99368954,77.71652985
12.99393272,77.7268219
12.99389553,77.7268219
12.99303341,77.7268219
12.99343491,77.71717834
12.99268818,77.72682953
12.99188328,77.72694397
12.99137497,77.72724915
12.99108505,77.7276535
12.99105644,77.72767639
12.99102116,77.72769165
12.99224091,77.71870422
12.99058819,77.72754669
12.98959827,77.727211
12.98970985,77.72544861
12.989645,77.72555542
12.98942089,77.72590637
12.98939514,77.72596741
12.98873806,77.72890472
12.98851109,77.73047638
12.98850822,77.73056793
12.98903847,77.727211
12.9890213,77.72727966
12.988801,77.72833252
12.98867798,77.7289505
12.98867035,77.72903442
12.9884882,77.72997284
12.98845959,77.73014069
12.98843098,77.73034668
12.98837757,77.73086548
12.98810482,77.73265839
12.98832321,77.73129272
12.98817062,77.73223114
12.98788261,77.73389435
12.98787308,77.73400116
12.98783112,77.73426819
12.98773098,77.73587799
12.98774529,77.7363205
12.98766041,77.73597717
12.98766041,77.7360611
12.98773479,77.73725891
12.98764801,77.73645782
12.98771477,77.73767853
12.98764515,77.73703003
12.98765087,77.73731995
12.98767471,77.73932648
12.98764992,77.74012756
12.98758316,77.74040985
12.98754597,77.74052429
12.98766518,77.73936462
12.98752022,77.74062347
12.98766518,77.73936462
12.98752022,77.74062347
12.98751068,77.74065399
12.98766136,77.73965454
12.98765755,77.73969269
12.98764992,77.73971558
12.98740101,77.74108124
12.98764992,77.73971558
12.98740101,77.74108124
12.98736572,77.74121857
12.9871664,77.74203491
12.98710823,77.74224091
12.9875927,77.74034119
12.98756981,77.74046326
12.98753643,77.74058533
12.98750973,77.74074554
12.98693848,77.74285889
12.98687553,77.74308014
12.98742485,77.74107361
12.98673534,77.74368286
12.98673534,77.74368286
12.98673534,77.74368286
12.98673534,77.74368286
12.98670959,77.74380493
12.98715305,77.74211121
12.98707771,77.74238586
12.98655128,77.74449921
12.98653793,77.74456787
12.98698521,77.74273682
12.98665524,77.74411011
12.98663807,77.74419403
12.98660564,77.74434662
12.98653317,77.74453735
12.98374462,77.7438736
12.98297596,77.74404144
12.98200321,77.74378204
12.98381996,77.74386597
12.9836998,77.74385834
12.9836731,77.74385834
12.98314095,77.74398041
12.98270035,77.7440033
12.98038769,77.74290466
12.97878838,77.7421875
12.97785759,77.74201202
12.97564983,77.74261475
12.97585773,77.74201202
12.97634506,77.74147797
12.97904491,77.74227905
12.98039818,77.74295044
12.98590755,77.74464417
12.98597336,77.74465942
12.98604774,77.74606323
12.98305798,77.74398041
12.98578644,77.7467804
12.98548031,77.74765015
12.98563957,77.74833679
12.98572254,77.74851227
12.98574543,77.74855042
12.98614979,77.74473572
12.98620796,77.74476624
12.98654556,77.74391174
12.98744774,77.75048828
12.99081612,77.75070953
12.99146557,77.75150299
12.99174595,77.75154877
12.99200821,77.75163269
12.99262524,77.75172424
12.98754501,77.73659515
12.98754501,77.73659515
12.98754501,77.73659515
12.98754501,77.73659515
12.98754501,77.73652649
12.98754787,77.73614502
12.99281502,77.75274658
12.98798466,77.73300934
12.99258804,77.75478363
12.99254799,77.75511169
12.99281025,77.75682068
12.98826027,77.7311554
12.99341583,77.75743103
12.99448013,77.75772095
12.99576569,77.75822449
12.99648476,77.75834656
12.99700069,77.75840759
12.99790001,77.75824738
13.00007629,77.7578125
13.00032997,77.75775909
12.99020958,77.72733307
12.9903326,77.72738647
12.99102306,77.72736359
13.00107765,77.75758362
13.00189495,77.75741577
13.00284481,77.7572403
12.99199963,77.7287674
12.99229622,77.72962952
13.00461006,77.75689697
13.00583076,77.75695038
13.00652123,77.75723267
12.99392986,77.73124695
12.99460983,77.73130035
12.99483585,77.73132324
12.99578476,77.730896
12.99560261,77.72974396
12.99543953,77.72834778
12.99536514,77.72794342
12.9948349,77.72689056
12.99406147,77.72689819
12.99274063,77.72688293
12.99188042,77.72699738
12.99104977,77.72767639
12.99091053,77.72766876
12.99057961,77.72761536
12.98955631,77.72722626
12.98880005,77.7284317
12.9886961,77.72891235
12.98861122,77.72948456
13.01310825,77.76131439
13.01231575,77.76055908
12.98840523,77.73057556
12.98827553,77.73122406
12.98826599,77.73134613
12.98792553,77.73342133
12.98768044,77.73562622
12.98767281,77.7366333
12.98766613,77.73752594
13.00960064,77.75946808
12.98747826,77.74069214
12.98723507,77.74165344
12.987216,77.74173737
13.00600624,77.7570343
13.00360584,77.75709534
13.00330257,77.75715637
12.98585606,77.74465942
12.98552513,77.74449921
12.98458004,77.74406433
12.98353291,77.74382782
12.98345566,77.74385071
12.98330116,77.74390411
12.98313999,77.74394989
12.98291588,77.74397278
12.99331474,77.75747681
12.99254322,77.75558472
12.9928627,77.7521286
12.98816586,77.75072479
12.98633289,77.74970245
12.98552608,77.74808502
12.98550987,77.74804688
12.98260784,77.74398804
12.98203278,77.74375153
12.98688602,77.74237823
12.98730087,77.74092865
12.98749828,77.74015045
12.98752022,77.73994446
12.98752594,77.73930359
12.98753643,77.73783112
12.98753834,77.73757172
12.98755074,77.73636627
12.98822784,77.73149109
12.98826504,77.73123169
12.9883709,77.73052216
12.98857117,77.72932434
12.98867989,77.72873688
12.98870754,77.72858429
12.98930073,77.72605133
12.98934841,77.72595215
12.98988056,77.72501373
12.98992538,77.72490692
12.98996258,77.72481537
12.99059963,77.72260284
12.99088955,77.72180939
12.99215794,77.71915436
12.99222755,77.71622467
12.99144554,77.71527863
12.98993015,77.71340179
12.98867607,77.71122742
12.9880228,77.71009827
12.98567963,77.70830536
12.98531055,77.70824432
12.98596096,77.70793915
12.98852634,77.70347595
12.98931313,77.70256042
12.98944092,77.70276642
12.98913765,77.70368195
12.98941803,77.7036438
12.99118519,77.70326996
12.9866333,77.74333191
12.98749638,77.74002075
12.98810291,77.73204803
12.98823261,77.7312851
12.98887634,77.72774506
12.9889431,77.7274704
12.98896027,77.7273941
12.99005032,77.7272644
12.99011612,77.72727203
12.99084473,77.72724915
12.99112034,77.72756958
12.9913559,77.72790527
12.99154568,77.72820282
12.99183273,77.72849274
12.99198532,77.7292099
12.99345779,77.70295715
12.99346066,77.70295715
12.99348068,77.70294952
12.99349022,77.70293427
12.99255276,77.73046112
12.99318028,77.73129272
12.9935112,77.73129272
12.9936657,77.70256042
12.99366283,77.70256805
12.9946928,77.73139954
12.99366283,77.70256805
12.9946928,77.73139954
12.99565983,77.73126221
12.99583817,77.73091888
12.99568558,77.72966766
12.99553013,77.72853088
12.99552059,77.728508
12.99382114,77.70207977
12.99392605,77.70185852
12.99398136,77.70172119
12.9942112,77.72678375
12.9941864,77.72678375
12.99312019,77.72680664
12.99261284,77.72682953
12.99441528,77.70129395
12.99184608,77.72698212
12.99081612,77.72762299
12.99055481,77.72757721
12.9895134,77.72720337
12.99398041,77.70189667
12.99398804,77.70191956
12.98849106,77.7301712
12.98833084,77.7311554
12.98832035,77.73126221
12.98771095,77.73497009
12.99359798,77.70329285
12.98764515,77.73599243
12.98764133,77.73606873
12.98764133,77.73606873
12.98764133,77.73606873
12.98764133,77.73606873
12.98763561,77.73613739
12.98762989,77.73770142
12.98763466,77.73834229
12.98764038,77.73981476
12.98740482,77.7410965
12.9927597,77.71108246
12.99226475,77.71505737
12.98323345,77.74395752
12.98094082,77.74319458
12.97793007,77.74199677
12.97668266,77.74158478
12.99236298,77.71624756
12.99223137,77.71742249
12.99222755,77.71748352
12.99221325,77.71861267
12.99209976,77.71972656
12.99151134,77.7207489
12.991395,77.72094727
12.99104118,77.72154236
12.9907198,77.72242737
12.99059582,77.72284698
12.98877811,77.72836304
12.98812485,77.73200226
12.98790646,77.73316193
12.98768997,77.73532104
12.98765087,77.73597717
12.98763561,77.73665619
12.98763084,77.73671722
12.98762321,77.73683167
12.98761463,77.7368927
12.98761559,77.73695374
12.98761845,77.73707581
12.98763847,77.73744202
12.98763561,77.73757172
12.98762798,77.74009705
12.9870348,77.74254608
12.9868927,77.74308777
12.98687553,77.7431488
12.98676109,77.74356842
12.98674297,77.74362183
12.98282337,77.74404144
12.98214626,77.74385834
12.98193455,77.74373627
12.98121071,77.74337006
12.98092461,77.7432251
12.97986507,77.7427063
12.97972107,77.74262238
12.97590828,77.74167633
12.97588634,77.74176025
